nct_id,title,url,condition,summary,source,crawl_query,body
NCT01529554,Controlled Level EVERolimus in Acute Coronary Syndromes,https://clinicaltrials.gov/study/NCT01529554,Acute Coronary Syndromes,"Acute myocardial infarction (AMI) constitutes the major cause of death in most nations and death rates and morbidity remain substantial in the years thereafter. Inflammation is a hallmark throughout the distinct stages of atherosclerotic lesion formation preceding AMI as well as at the time of plaque rupture and during the post-infarct repair phase. Harnessing its harmful consequences constitutes an attractive therapeutic approach to address this unmet medical need.

The objectives of this study are to evaluate the effects of mTOR inhibition (everolimus) on infarct size, myocardial function and inflammation in patients with ST-Elevation Myocardial Infarction.

The efficacy objectives are:

1. (1° endpoint):

   To assess the effect of mTOR inhibition (everolimus) on myocardial infarct size as change from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up measured by MRI (Late Gadolinium Enhancement (LGE) for transmurality).
2. (2° endpoint):

   To evaluate microvascular obstruction (MVO) as change from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up evaluated by MRI.
3. (3° endpoints):

   1. Change of left ventricular volume from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up measured by MRI.
   2. Change of biomarkers from time of coronary angiography to 30 days follow-up including a time-course (AUC). Biomarkers comprise hs-TnT, NT-proBNP, hs-CRP, IL-6 and inflammatory biomarkers OPG, sRANKL, OPN and CCN1.

The safety objectives are:

To explore the effect of mTOR inhibition (everolimus) on several clinical and safety laboratory parameters including plasma lipid levels and blood count. This will be complemented by analysis of inflammatory cell subsets in coronary thrombi and peripheral blood (CD4+ T helper lymphocyte subsets, monocyte subsets).",ClinicalTrials.gov,cardiovascular disease,"Controlled Level EVERolimus in Acute Coronary Syndromes. Conditions: Acute Coronary Syndromes. Acute myocardial infarction (AMI) constitutes the major cause of death in most nations and death rates and morbidity remain substantial in the years thereafter. Inflammation is a hallmark throughout the distinct stages of atherosclerotic lesion formation preceding AMI as well as at the time of plaque rupture and during the post-infarct repair phase. Harnessing its harmful consequences constitutes an attractive therapeutic approach to address this unmet medical need.

The objectives of this study are to evaluate the effects of mTOR inhibition (everolimus) on infarct size, myocardial function and inflammation in patients with ST-Elevation Myocardial Infarction.

The efficacy objectives are:

1. (1° endpoint):

   To assess the effect of mTOR inhibition (everolimus) on myocardial infarct size as change from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up measured by MRI (Late Gadolinium Enhancement (LGE) for transmurality).
2. (2° endpoint):

   To evaluate microvascular obstruction (MVO) as change from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up evaluated by MRI.
3. (3° endpoints):

   1. Change of left ventricular volume from baseline (12-72 hours after percutaneous coronary intervention) to 30 days follow-up measured by MRI.
   2. Change of biomarkers from time of coronary angiography to 30 days follow-up including a time-course (AUC). Biomarkers comprise hs-TnT, NT-proBNP, hs-CRP, IL-6 and inflammatory biomarkers OPG, sRANKL, OPN and CCN1.

The safety objectives are:

To explore the effect of mTOR inhibition (everolimus) on several clinical and safety laboratory parameters including plasma lipid levels and blood count. This will be complemented by analysis of inflammatory cell subsets in coronary thrombi and peripheral blood (CD4+ T helper lymphocyte subsets, monocyte subsets)."
NCT01818505,"The Influence of Antiphospholipid Antibodies on the Relationship Between Hyperurecemia, Gout and Metabolic Syndrome",https://clinicaltrials.gov/study/NCT01818505,Antiphospholipid Syndrome; Endothelial Dysfunction; Hyperuricemia; Gout; Metabolic Syndrome,"Patients with hyperuricemia were confirmed to have higher risks of cardiovascular disease, but the exact mechanism remained to be elucidated. Many connective tissue diseases such as rheumatoid arthritis are often associated with antiphospholipid antibodies-associated endothelial impairment. In the present study, the investigators will analyze the presence of antiphospholipid antibodies in the serum of the patients with gout/asymptomatic hyperuricemia, with a comparison to the patients of osteoarthritis but without hyperuricemia and gout. The investigators expect to find a correlation between these pathogenic antibody and those cardiovascular co-morbidities.",ClinicalTrials.gov,cardiovascular disease,"The Influence of Antiphospholipid Antibodies on the Relationship Between Hyperurecemia, Gout and Metabolic Syndrome. Conditions: Antiphospholipid Syndrome; Endothelial Dysfunction; Hyperuricemia; Gout; Metabolic Syndrome. Patients with hyperuricemia were confirmed to have higher risks of cardiovascular disease, but the exact mechanism remained to be elucidated. Many connective tissue diseases such as rheumatoid arthritis are often associated with antiphospholipid antibodies-associated endothelial impairment. In the present study, the investigators will analyze the presence of antiphospholipid antibodies in the serum of the patients with gout/asymptomatic hyperuricemia, with a comparison to the patients of osteoarthritis but without hyperuricemia and gout. The investigators expect to find a correlation between these pathogenic antibody and those cardiovascular co-morbidities."
NCT00943254,Metabolic Syndrome Diagnosis and Education Trial,https://clinicaltrials.gov/study/NCT00943254,Metabolic Cardiovascular Syndrome,"This study is being done to gain knowledge on how effective different approaches of providing a diagnosis and varying educational tools that include DVDs and multimedia or printed instruction sheets on your readiness to increase the subject's level of exercise, lose more weight, eat a healthier diet; and to assess the subject's awareness of their risk of heart disease and their readiness to participate in a comprehensive lifestyle modification program.",ClinicalTrials.gov,cardiovascular disease,"Metabolic Syndrome Diagnosis and Education Trial. Conditions: Metabolic Cardiovascular Syndrome. This study is being done to gain knowledge on how effective different approaches of providing a diagnosis and varying educational tools that include DVDs and multimedia or printed instruction sheets on your readiness to increase the subject's level of exercise, lose more weight, eat a healthier diet; and to assess the subject's awareness of their risk of heart disease and their readiness to participate in a comprehensive lifestyle modification program."
NCT05474105,Multi-Nutrient Supplementation as a Therapeutic Intervention in Ischaemic Stroke,https://clinicaltrials.gov/study/NCT05474105,Ischemic Stroke,"Stroke is a significant cause of morbidity and disability worldwide. As the population ages, the economic impact of stroke is becoming substantial. In the United Kingdom, the stroke estimated cost is £26 billion a year. A stroke occurs every 5 minutes, which is \>100,000 strokes in the United Kingdom each year. The current treatments available are very limited and 80% of acute stroke patients suffer from persistent impaired activities of daily living (ADL) and compromised quality of life (QoL).The brain function recovery involves creating new neural connections. This neuroplasticity could be supported by specific interventions. This study aims to explore a new approach which endeavours to support the restoration of lost function. Previous pre-clinical work from the investigator's research group and others on different models of acquired brain injury, e.g. traumatic brain injury and ischemic stroke showed that an intervention with a specialised multi-nutrient medical food, could improve neurological recovery and protect the nervous tissue after injury. This has led to the design of the present proposal for a feasibility study using this oral nutritional supplement in ischaemic stroke. The investigators aim to recruit adult inpatients, suffering from acute ischemic stroke, divided into two groups. One group receives standard National Health Service (NHS) care + a daily oral nutritional supplement (ONS), while the other group (control group) will be given standard NHS care. The investigators will explore various outcomes, including changes in activities of daily living (ADL), quality of life (QoL), fatigue, cognition, malnutrition, nutrient status and plasma biomarkers relevant to stroke. The primary aim of this pilot study will be to assess the feasibility of this type of intervention in stroke patients, so that the investigators can subsequently plan a large trial, with a series of focused outcomes which will be informed by this pilot trial.",ClinicalTrials.gov,cardiovascular disease,"Multi-Nutrient Supplementation as a Therapeutic Intervention in Ischaemic Stroke. Conditions: Ischemic Stroke. Stroke is a significant cause of morbidity and disability worldwide. As the population ages, the economic impact of stroke is becoming substantial. In the United Kingdom, the stroke estimated cost is £26 billion a year. A stroke occurs every 5 minutes, which is \>100,000 strokes in the United Kingdom each year. The current treatments available are very limited and 80% of acute stroke patients suffer from persistent impaired activities of daily living (ADL) and compromised quality of life (QoL).The brain function recovery involves creating new neural connections. This neuroplasticity could be supported by specific interventions. This study aims to explore a new approach which endeavours to support the restoration of lost function. Previous pre-clinical work from the investigator's research group and others on different models of acquired brain injury, e.g. traumatic brain injury and ischemic stroke showed that an intervention with a specialised multi-nutrient medical food, could improve neurological recovery and protect the nervous tissue after injury. This has led to the design of the present proposal for a feasibility study using this oral nutritional supplement in ischaemic stroke. The investigators aim to recruit adult inpatients, suffering from acute ischemic stroke, divided into two groups. One group receives standard National Health Service (NHS) care + a daily oral nutritional supplement (ONS), while the other group (control group) will be given standard NHS care. The investigators will explore various outcomes, including changes in activities of daily living (ADL), quality of life (QoL), fatigue, cognition, malnutrition, nutrient status and plasma biomarkers relevant to stroke. The primary aim of this pilot study will be to assess the feasibility of this type of intervention in stroke patients, so that the investigators can subsequently plan a large trial, with a series of focused outcomes which will be informed by this pilot trial."
NCT06174766,A Study to Evaluate Efficacy and Safety of HGP2102 in Essential Hypertension Patients,https://clinicaltrials.gov/study/NCT06174766,Hypertension,"A Multicenter, Randomized, Double-blind, Phase 3 Study to Evaluate the Efficacy and Safety of HGP2102 in patients with Essential Hypertension",ClinicalTrials.gov,cardiovascular disease,"A Study to Evaluate Efficacy and Safety of HGP2102 in Essential Hypertension Patients. Conditions: Hypertension. A Multicenter, Randomized, Double-blind, Phase 3 Study to Evaluate the Efficacy and Safety of HGP2102 in patients with Essential Hypertension"
NCT05293561,Cognitive Impact in Patients With COVID-19 Infection,https://clinicaltrials.gov/study/NCT05293561,Cognitive Impairment; COVID-19 Respiratory Infection,"SARS-COV-2 (severe acute respiratory syndrome- corona virus - 2) infection reframed medical knowledge in many aspects, yet there is still a lot to be discovered. Coronavirus disease 19 (COVID-19) can cause neuropsychiatric, psychological and psychosocial impairments. Literature regarding cognitive impact of COVID-19 is still limited.

Objective: evaluation of cognitive function, anxiety and depression among patients with Coronavirus disease 19.",ClinicalTrials.gov,depression,"Cognitive Impact in Patients With COVID-19 Infection. Conditions: Cognitive Impairment; COVID-19 Respiratory Infection. SARS-COV-2 (severe acute respiratory syndrome- corona virus - 2) infection reframed medical knowledge in many aspects, yet there is still a lot to be discovered. Coronavirus disease 19 (COVID-19) can cause neuropsychiatric, psychological and psychosocial impairments. Literature regarding cognitive impact of COVID-19 is still limited.

Objective: evaluation of cognitive function, anxiety and depression among patients with Coronavirus disease 19."
NCT04313686,Mindfulness-based Intervention to Promote Psychological Wellbeing in People With Epilepsy,https://clinicaltrials.gov/study/NCT04313686,Epilepsy; Brain Diseases; Central Nervous System Diseases; Nervous System Diseases,"The efficacy of mindfulness-based intervention (MBI) for epilepsy has yet to be thoroughly investigated. Hence, the aim of the present study is to examine the effects of MBI on the psychological wellbeing of people with epilepsy (PWE) using a randomized trial design. Key outcomes include depression, anxiety and quality of life. Our primary objective was to evaluate the effect of mindfulness-based therapy on anxiety, depression, epilepsy specific QOL, and life satisfaction in PWE, applying the concept of Reliable Change Index. The secondary objective was to assess whether the results correlate with the level of mindfulness. Study results may be used to decide whether it is worth offering mindfulness training for PWE as an alternative therapy to cope and improve seizure management.",ClinicalTrials.gov,depression,"Mindfulness-based Intervention to Promote Psychological Wellbeing in People With Epilepsy. Conditions: Epilepsy; Brain Diseases; Central Nervous System Diseases; Nervous System Diseases. The efficacy of mindfulness-based intervention (MBI) for epilepsy has yet to be thoroughly investigated. Hence, the aim of the present study is to examine the effects of MBI on the psychological wellbeing of people with epilepsy (PWE) using a randomized trial design. Key outcomes include depression, anxiety and quality of life. Our primary objective was to evaluate the effect of mindfulness-based therapy on anxiety, depression, epilepsy specific QOL, and life satisfaction in PWE, applying the concept of Reliable Change Index. The secondary objective was to assess whether the results correlate with the level of mindfulness. Study results may be used to decide whether it is worth offering mindfulness training for PWE as an alternative therapy to cope and improve seizure management."
NCT01396486,Inositol and Omega-3 Fatty Acids in Pediatric Mania,https://clinicaltrials.gov/study/NCT01396486,Pediatric Bipolar Spectrum Disorders,"The purpose of this study is to a) evaluate the efficacy of omega-3 fatty acids versus inositol in the treatment of pediatric bipolar disorder, b) evaluate the efficacy of omega-3 fatty acid plus inositol in the treatment of pediatric bipolar disorder, and c) assess the side effect profile of omega-3 fatty acids plus inositol. This study will be a 12-week trial with children ages 5-12 years old with bipolar spectrum disorders.",ClinicalTrials.gov,depression,"Inositol and Omega-3 Fatty Acids in Pediatric Mania. Conditions: Pediatric Bipolar Spectrum Disorders. The purpose of this study is to a) evaluate the efficacy of omega-3 fatty acids versus inositol in the treatment of pediatric bipolar disorder, b) evaluate the efficacy of omega-3 fatty acid plus inositol in the treatment of pediatric bipolar disorder, and c) assess the side effect profile of omega-3 fatty acids plus inositol. This study will be a 12-week trial with children ages 5-12 years old with bipolar spectrum disorders."
NCT06887569,"Using Financial Incentives and Screening to Increase Engagement With Mental Health Services Among College Students in Chennai, India",https://clinicaltrials.gov/study/NCT06887569,Depression/Anxiety,"This study will evaluate the effectiveness of interventions to increase engagement with mental health services among a sample of college students in Chennai, India. The study is being conducted in partnership with an arts and science college for women in Chennai. The sample will be recruited within classrooms, during college hours. All students present in the classroom per the allotted time will be introduced to the study. The research team will obtain consent from those interested after screening them for age eligibility (between the ages of 18 and 30 years). Study participants will then complete a baseline survey including questions around demographics, perceptions of their own mental health, mental health treatment history, and the PHQ-ADS, a standardized composite screening tool for depression and anxiety. The experimental design is an RCT with 4 groups, randomized at the individual level: (1) a control group, which will watch a video with information about mental health and be able to access therapy in college and at SCARF, a mental health center in Chennai, at no cost for the duration of the study; (2) a screening group, in which, in addition to the interventions in the control group, students will be informed whether their responses to the PHQ-ADS questions fit in the standard risk categories of no, mild, moderate, or severe distress and corresponding recommendations for whether to make an appointment with a counselor/therapist; (3) a rewards group, in which, in addition to the interventions in the control group, students will be provided with a cash payment for attending their first therapy session; and (4) a combined screening and rewards group. The investigators will measure interest in, and take-up of, therapy at the individual level.",ClinicalTrials.gov,depression,"Using Financial Incentives and Screening to Increase Engagement With Mental Health Services Among College Students in Chennai, India. Conditions: Depression/Anxiety. This study will evaluate the effectiveness of interventions to increase engagement with mental health services among a sample of college students in Chennai, India. The study is being conducted in partnership with an arts and science college for women in Chennai. The sample will be recruited within classrooms, during college hours. All students present in the classroom per the allotted time will be introduced to the study. The research team will obtain consent from those interested after screening them for age eligibility (between the ages of 18 and 30 years). Study participants will then complete a baseline survey including questions around demographics, perceptions of their own mental health, mental health treatment history, and the PHQ-ADS, a standardized composite screening tool for depression and anxiety. The experimental design is an RCT with 4 groups, randomized at the individual level: (1) a control group, which will watch a video with information about mental health and be able to access therapy in college and at SCARF, a mental health center in Chennai, at no cost for the duration of the study; (2) a screening group, in which, in addition to the interventions in the control group, students will be informed whether their responses to the PHQ-ADS questions fit in the standard risk categories of no, mild, moderate, or severe distress and corresponding recommendations for whether to make an appointment with a counselor/therapist; (3) a rewards group, in which, in addition to the interventions in the control group, students will be provided with a cash payment for attending their first therapy session; and (4) a combined screening and rewards group. The investigators will measure interest in, and take-up of, therapy at the individual level."
NCT06775054,Cognitive Flexibility in Depression and TMS Response,https://clinicaltrials.gov/study/NCT06775054,Depression - Major Depressive Disorder; Cognitive Flexibility; Treatment Response; Side Effects,"The primary aim of this study is to determine the level of cognitive flexibility in patients with TRD before treatment and to explore whether there is a relationship with their response to TMS treatment. More specifically, the study aims to identify the role of cognitive flexibility as a neurocognitive marker that could predict whether patients planned to undergo TMS treatment will respond to the treatment. The main focus of this study is to ascertain whether the data obtained have practical implications, particularly regarding the identification of TRD patients who do not respond to TMS treatment in advance.",ClinicalTrials.gov,depression,"Cognitive Flexibility in Depression and TMS Response. Conditions: Depression - Major Depressive Disorder; Cognitive Flexibility; Treatment Response; Side Effects. The primary aim of this study is to determine the level of cognitive flexibility in patients with TRD before treatment and to explore whether there is a relationship with their response to TMS treatment. More specifically, the study aims to identify the role of cognitive flexibility as a neurocognitive marker that could predict whether patients planned to undergo TMS treatment will respond to the treatment. The main focus of this study is to ascertain whether the data obtained have practical implications, particularly regarding the identification of TRD patients who do not respond to TMS treatment in advance."
NCT02112266,Depression Online Assessment and Therapy,https://clinicaltrials.gov/study/NCT02112266,Depression,"One Aim of the current study is to better understand why some patients suffering from depression do not seek professional help by doctors but in the internet.

Furthermore patients with depression will receive Online Therapy for depression. Aim of this part of the study is to investigate whether quality of life changes accordingly to improvement of symptoms after online therapy.",ClinicalTrials.gov,depression,"Depression Online Assessment and Therapy. Conditions: Depression. One Aim of the current study is to better understand why some patients suffering from depression do not seek professional help by doctors but in the internet.

Furthermore patients with depression will receive Online Therapy for depression. Aim of this part of the study is to investigate whether quality of life changes accordingly to improvement of symptoms after online therapy."
NCT06789731,Mindfulness-Based Interventions Targeting First-Generation College Student Retention in Rural Environments,https://clinicaltrials.gov/study/NCT06789731,Depression; Anxiety,"The goal of this randomized control group is to learn about effective treatments for college students experiencing anxiety and/or depression. The main questions this clinical trial aims to answer are: 1) Can mindfulness-based treatments increase retention rates among first-generation college students? 1) Can mindfulness-based treatments decrease anxiety and/or depression among first-generation college students?

Participants will be randomly assigned to one of two intervention groups: mindfulness meditation or psychoeducation. Researchers will compare outcomes from each group to explore treatment differences.",ClinicalTrials.gov,depression,"Mindfulness-Based Interventions Targeting First-Generation College Student Retention in Rural Environments. Conditions: Depression; Anxiety. The goal of this randomized control group is to learn about effective treatments for college students experiencing anxiety and/or depression. The main questions this clinical trial aims to answer are: 1) Can mindfulness-based treatments increase retention rates among first-generation college students? 1) Can mindfulness-based treatments decrease anxiety and/or depression among first-generation college students?

Participants will be randomly assigned to one of two intervention groups: mindfulness meditation or psychoeducation. Researchers will compare outcomes from each group to explore treatment differences."
NCT06308653,Psilocybin for Major Depressive Disorder (MDD),https://clinicaltrials.gov/study/NCT06308653,"Depressive Disorder, Major","Approximately 240 eligible adult participants (≥18 years old) who meet Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR) criteria for Major Depressive Disorder (MDD) will be enrolled. Participants will be randomly assigned to receive a single oral dose of Psilocybin 25 mg, Psilocybin 5 mg, or inactive placebo.

The purpose of this study is to evaluate the efficacy, safety, and tolerability of Psilocybin 25 mg versus placebo in adults with MDD, as assessed by the difference between groups in change in depressive symptoms from Baseline to Day 43 post-dose, and to characterize the durability of initial treatment effect and subsequent response to optional Psilocybin 25 mg re-administration(s) during the 1-year Follow-up Period.",ClinicalTrials.gov,depression,"Psilocybin for Major Depressive Disorder (MDD). Conditions: Depressive Disorder, Major. Approximately 240 eligible adult participants (≥18 years old) who meet Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR) criteria for Major Depressive Disorder (MDD) will be enrolled. Participants will be randomly assigned to receive a single oral dose of Psilocybin 25 mg, Psilocybin 5 mg, or inactive placebo.

The purpose of this study is to evaluate the efficacy, safety, and tolerability of Psilocybin 25 mg versus placebo in adults with MDD, as assessed by the difference between groups in change in depressive symptoms from Baseline to Day 43 post-dose, and to characterize the durability of initial treatment effect and subsequent response to optional Psilocybin 25 mg re-administration(s) during the 1-year Follow-up Period."
NCT05697172,Low Intensity Ultrasound Neuromodulation of Repetitive Negative Thinking In Depression,https://clinicaltrials.gov/study/NCT05697172,Major Depressive Disorder,"The investigators propose to use low-intensity transcranial focused ultrasound (LIFU), a novel neuromodulation method, to probe the causal involvement of individually defined components of an anteromedial brain circuit in the processing of self-referential thoughts, and the production of repetitive negative thinking (RNT), a prominent transdiagnostic manifestation with adverse clinical consequences. The investigators hypothesize that real vs. sham low-intensity sonication of individually-defined anteromedial structures connecting medial orbitofrontal and anterior cingulate cortices with ventral striatum and anterior thalamus will show reduced initiation or maintenance of RNT as measured by (1) Brief State Rumination Inventory (BSRI) scores and distress associated to repetitive negative thoughts, and (2) improvement of the affective valence associated to self-referential adjectives, and that these changes will be associated with decreased connectivity between structures mentioned above. The present early feasibility study is an initial step that aims to determine its feasibility and help with the planning of a larger study addressed at actual hypothesis testing.",ClinicalTrials.gov,depression,"Low Intensity Ultrasound Neuromodulation of Repetitive Negative Thinking In Depression. Conditions: Major Depressive Disorder. The investigators propose to use low-intensity transcranial focused ultrasound (LIFU), a novel neuromodulation method, to probe the causal involvement of individually defined components of an anteromedial brain circuit in the processing of self-referential thoughts, and the production of repetitive negative thinking (RNT), a prominent transdiagnostic manifestation with adverse clinical consequences. The investigators hypothesize that real vs. sham low-intensity sonication of individually-defined anteromedial structures connecting medial orbitofrontal and anterior cingulate cortices with ventral striatum and anterior thalamus will show reduced initiation or maintenance of RNT as measured by (1) Brief State Rumination Inventory (BSRI) scores and distress associated to repetitive negative thoughts, and (2) improvement of the affective valence associated to self-referential adjectives, and that these changes will be associated with decreased connectivity between structures mentioned above. The present early feasibility study is an initial step that aims to determine its feasibility and help with the planning of a larger study addressed at actual hypothesis testing."
NCT03965572,Factors and Outcomes Associated With Postpartum Cabergoline Use,https://clinicaltrials.gov/study/NCT03965572,Lactation Suppressed; Cabergoline Adverse Reaction; Postpartum DVT; Postpartum Depression,"Cabergoline is frequently being requested by many postpartum women with a live newborn to suppress lactation. The aim of the study is to investigate which women desire such an intervention, and what side effects they are experiencing.",ClinicalTrials.gov,depression,"Factors and Outcomes Associated With Postpartum Cabergoline Use. Conditions: Lactation Suppressed; Cabergoline Adverse Reaction; Postpartum DVT; Postpartum Depression. Cabergoline is frequently being requested by many postpartum women with a live newborn to suppress lactation. The aim of the study is to investigate which women desire such an intervention, and what side effects they are experiencing."
NCT04434261,Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2,https://clinicaltrials.gov/study/NCT04434261,SARS-CoV-2; Oncology; Surgery,"To evaluate the incidence of patients with a positive test for SARS-CoV-2, performed in the preoperative screening for patients treated at the institution",ClinicalTrials.gov,surgery,"Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2. Conditions: SARS-CoV-2; Oncology; Surgery. To evaluate the incidence of patients with a positive test for SARS-CoV-2, performed in the preoperative screening for patients treated at the institution"
NCT06745427,A Multi-center Prospective Study on the Oncological and Reproductive Outcomes and Quality of Life in Young Woman After Fertility-sparing Treatment of Endometrial Cancer and Endometrial Intraepithelial Hyperplasia,https://clinicaltrials.gov/study/NCT06745427,Endometrial Cancer; Endometrial Intraepithelial Neoplasia; Fertility-sparing Surgery,We will investigate the safety and efficiency of fertility-sapring treatment in ypung women witg endometrial cancer and endometrial intraepithelial hyperplasia,ClinicalTrials.gov,surgery,A Multi-center Prospective Study on the Oncological and Reproductive Outcomes and Quality of Life in Young Woman After Fertility-sparing Treatment of Endometrial Cancer and Endometrial Intraepithelial Hyperplasia. Conditions: Endometrial Cancer; Endometrial Intraepithelial Neoplasia; Fertility-sparing Surgery. We will investigate the safety and efficiency of fertility-sapring treatment in ypung women witg endometrial cancer and endometrial intraepithelial hyperplasia
NCT01658761,Surgical Outcome of Vitrectomy for Myopic Traction Maculopathy in Highly Myopic Eyes,https://clinicaltrials.gov/study/NCT01658761,Maculopathy; High Myopia; Surgery,Surgical outcome of vitrectomy for myopic traction maculopathy in highly myopic eyes was evaluated in each stage. Efficacy of internal limiting membrane was also evaluated whether it may improve visual outcome.,ClinicalTrials.gov,surgery,Surgical Outcome of Vitrectomy for Myopic Traction Maculopathy in Highly Myopic Eyes. Conditions: Maculopathy; High Myopia; Surgery. Surgical outcome of vitrectomy for myopic traction maculopathy in highly myopic eyes was evaluated in each stage. Efficacy of internal limiting membrane was also evaluated whether it may improve visual outcome.
NCT05452161,"Effects of Preoperative Education, and Follow-up Sessions of Patients With Total Hip and Knee Arthroplasty (ESIPPES)",https://clinicaltrials.gov/study/NCT05452161,"Arthroplasty, Replacement, Hip; Arthroplasty, Replacement, Knee","The shortening of the length of stay implies rethinking the perioperative management (around the operative period), which precedes and immediately follows the operation, in order to ensure a good preparation of the patient and an adequate postoperative follow-up.

The aim of this study is to evaluate the effect on the length of stay of adding an individualized preoperative preparation and education session to the current protocol in the musculoskeletal department at the CHUV in patients undergoing total hip or knee replacement surgery.

The implementation of a targeted, low-impact immediate postoperative follow-up could contribute to improving the detection of complications, preventing avoidable readmissions, improving the management of pain and adverse events, supporting the patient and responding to difficulties encountered in the patient's living environment. However, the actual added value for the patient and for the healthcare system has yet to be specified. As patients' needs and resources vary, it would also be useful to better determine the profile of patients for whom a pre- and postoperative session provides significant added value.",ClinicalTrials.gov,surgery,"Effects of Preoperative Education, and Follow-up Sessions of Patients With Total Hip and Knee Arthroplasty (ESIPPES). Conditions: Arthroplasty, Replacement, Hip; Arthroplasty, Replacement, Knee. The shortening of the length of stay implies rethinking the perioperative management (around the operative period), which precedes and immediately follows the operation, in order to ensure a good preparation of the patient and an adequate postoperative follow-up.

The aim of this study is to evaluate the effect on the length of stay of adding an individualized preoperative preparation and education session to the current protocol in the musculoskeletal department at the CHUV in patients undergoing total hip or knee replacement surgery.

The implementation of a targeted, low-impact immediate postoperative follow-up could contribute to improving the detection of complications, preventing avoidable readmissions, improving the management of pain and adverse events, supporting the patient and responding to difficulties encountered in the patient's living environment. However, the actual added value for the patient and for the healthcare system has yet to be specified. As patients' needs and resources vary, it would also be useful to better determine the profile of patients for whom a pre- and postoperative session provides significant added value."
NCT04485442,Patient Reported Outcome Measures After Treatment of Skin Cancers on the Face,https://clinicaltrials.gov/study/NCT04485442,Skin Cancer,This study is to evaluate the psychological well-being in patients diagnosed with skin cancer (melanoma and Squamous Cell Carcinoma (SCC) in the face) at the time of diagnosis and after treatment. Patients diagnosed with primary melanoma and/or SCC and/or infiltrative basal cell carcinoma on the face subjected to surgical treatment (excision or Mohs Surgery) will be included. All patients will receive questionnaires.,ClinicalTrials.gov,surgery,Patient Reported Outcome Measures After Treatment of Skin Cancers on the Face. Conditions: Skin Cancer. This study is to evaluate the psychological well-being in patients diagnosed with skin cancer (melanoma and Squamous Cell Carcinoma (SCC) in the face) at the time of diagnosis and after treatment. Patients diagnosed with primary melanoma and/or SCC and/or infiltrative basal cell carcinoma on the face subjected to surgical treatment (excision or Mohs Surgery) will be included. All patients will receive questionnaires.
NCT03190642,Prospective Evaluation of Perioperative Steroid Dosing on Postsurgical Edema in Orthognathic Surgery,https://clinicaltrials.gov/study/NCT03190642,Post-operative Edema; Steroid Use,"The current standard of care at the Oral and Maxillofacial Department at the CDHA is the use of one gram of methylprednisolone administered intravenously prior to orthognathic surgery. This is largely based on the work of Habal. The administration of one gram of methylprednisolone can be concerning for the anesthesiologist since this is an unusually large dose of steroid in comparison to use in other surgical specialties. As with most medications, the chances of steroid-related complications increase with increasing doses of steroids.

The researchers are proposing a prospective, double-blind randomized control trial to determine if a smaller dose of methylprednisolone (125mg) can be used safely and effectively instead of one gram of methylprednisolone.",ClinicalTrials.gov,surgery,"Prospective Evaluation of Perioperative Steroid Dosing on Postsurgical Edema in Orthognathic Surgery. Conditions: Post-operative Edema; Steroid Use. The current standard of care at the Oral and Maxillofacial Department at the CDHA is the use of one gram of methylprednisolone administered intravenously prior to orthognathic surgery. This is largely based on the work of Habal. The administration of one gram of methylprednisolone can be concerning for the anesthesiologist since this is an unusually large dose of steroid in comparison to use in other surgical specialties. As with most medications, the chances of steroid-related complications increase with increasing doses of steroids.

The researchers are proposing a prospective, double-blind randomized control trial to determine if a smaller dose of methylprednisolone (125mg) can be used safely and effectively instead of one gram of methylprednisolone."
NCT00849186,Sunitinib and Surgery in Treating Patients With Localized or Metastatic Kidney Cancer,https://clinicaltrials.gov/study/NCT00849186,Kidney Cancer,"RATIONALE: Sunitinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor. Giving sunitinib before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.

PURPOSE: This clinical trial is studying the side effects of giving sunitinib before surgery and to see how well it works in treating patients with localized or metastatic kidney cancer.",ClinicalTrials.gov,surgery,"Sunitinib and Surgery in Treating Patients With Localized or Metastatic Kidney Cancer. Conditions: Kidney Cancer. RATIONALE: Sunitinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor. Giving sunitinib before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.

PURPOSE: This clinical trial is studying the side effects of giving sunitinib before surgery and to see how well it works in treating patients with localized or metastatic kidney cancer."
